lei,bic,legalName,countryCode
635400CI6PTHSYKCZG34,ADDUIE21XXX,W,IE
635400MHAYBU7VBM7J98,WACIIE21XXX,"Waterford Credit Union Limited",IE
6354007RE1HFRNNCWO86,WECIIE21XXX,"Westport Credit Union Limited",IE
635400FWHZ6AHKZ4HB74,WECUIE21XXX,"Wexford Credit Union Limited",IE
635400AFOWJ6ZVJX8N07,WDCUIE21XXX,"Wicklow and District Credit Union Limited",IE
635400YDEMJ253R7ZR95,WFDAIE21XXX,"Windmill Funding Designated Activity Company",IE
635400RRQI1XZUUCHG67,AAGIGIG1XXX,"Xapo (Gibraltar) Limited",GI
635400I8CA5WYNXGTC57,YOCUIE21XXX,"Youghal Credit Union Limited",IE
635400AHZRXDIOJJOI26,ZETDAEA1XXX,"ZFP Equity Trading (Dubai) Limited",AE
635400R18VFNJXCGSN97,ZETMMTM1XXX,"ZFP Equity Trading (Malta) Limited",MT
724500MO0A9O7XWZFW77,MAXENL21XXX,"Index People B.V.",NL
724500KRJEMC79KAAU28,CSTMNL22XXX,"Constellium SE",NL
724500YUGM9DKBWQOP37,BOXCNL21XXX,"Box Consultants B.V.",NL
7245000A8LGOXSDZ0064,PECSNL21XXX,"Nobel Vermogensbeheer N.V.",NL
7245008HZ6KYYPCLPV72,STEZNL21XXX,"Stichting Pensioenfonds Pon",NL
7245002ZUXNOEJ0QPZ44,BUNQNL2AXXX,"bunq B.V.",NL
724500MRN8KDCS8NKK09,SHNENL21XXX,"Stichting Het nederlandse pensioenfonds",NL
72450061PRWF1SP2Z104,DVERNL21XXX,"Stroeve ",NL
7245002ZG9N41RNAAR88,WAIENL21XXX,"Waterland Investment Services B.V.",NL
724500LW8RN89XNAC840,JMCINL21XXX,"IMC B.V.",NL
724500937F740MHCX307,EMCFNL2AXXX,"European Central Counterparty N.V.",NL
5493009SXBGGW7I37Y31,KOCDNL21XXX,"Yapi Kredi Bank Nederland N.V.",NL
A7746KUYPUHT22STMI41,KASANL2AXXX,"KAS BANK N.V.",NL
724500ZLAX48C3MIXT74,NLAMNL21XXX,"NLD Asset Management B.V.",NL
724500MLCQR8SYHLC643,LAWVNL21XXX,"Van Lawick ",NL
724500L6H2FUV5RUF360,DALINL22XXX,"Darling Ingredients International Holding B.V.",NL
O4QK7KMMK83ITNTHUG69,AENVNL2GXXX,"AEGON N.V.",NL
7245007R5SG7NIQU4810,ACCINL21XXX,"Accent Aigu B.V.",NL
724500VM8HP5Q7HXS489,AGRVNL21XXX,"Accent Grave B.V.",NL
G8ZTNESVNKW4NN761W05,FBGCNL21XXX,"ABN AMRO Clearing Bank N.V.",NL
724500BPFZSGUSNPW205,MAGMNL21XXX,"QV Management B.V.",NL
5299003QKWO34PW5ZH55,PTRENL21XXX,"Peregrine Traders B.V.",NL
724500H1P1HA8IIMXG57,ACTONL21XXX,"Accent Tonique B.V.",NL
549300MI5UQ6RJI14N25,DHBNNL2RXXX,"Demir-Halk Bank (Nederland) N.V.",NL
B64D6Y3LBJS4ANNPCU93,DNIBNL2GXXX,"NIBC Bank N.V.",NL
680BQC8QTR6VFH4U8N23,STPHNL21XXX,"Stichting Pensioenfonds Hoogovens",NL
BN3DFTDNTL4FZHWRJ131,SPNPNL21XXX,"Stichting Pensioenfonds Staples",NL
724500RZ0FIKHOW1I376,PRVCNL21XXX,"Providence Capital N.V.",NL
7245003WUC2YUNAO3O97,VRWENL21XXX,"De Vries ",NL
724500VJ4IH43GZTU336,PVNDNL21XXX,"Achmea Pensioenservices N.V.",NL
724500OHYNDT9OY6Q215,NNGRNL2GXXX,"NN Group N.V.",NL
RMIUOB4TUI6OFKZ3HL40,SPORNL21XXX,"Stichting Pensioenfonds Rail ",NL
724500WUAUAM33EGHX20,DCOMNL21XXX,"B.A. Van Doorn ",NL
72450046NHXGOINQ7V98,NBCDNL21XXX,"Fair Capital Partners Asset Management B.V.",NL
724500ZONM15PZT45N56,VJAVNL21XXX,"Verwer ",NL
724500W1FESNTNY5DL70,BOKANL22XXX,"Koninklijke Boskalis Westminster N.V.",NL
50APJ35MIXAM2BYI1Z45,SEVENL21XXX,"Mn Services Vermogensbeheer B.V.",NL
724500LKYLWDFGSO9Z68,BNDANL2AXXX,"Brand New Day Vermogensopbouw N.V.",NL
724500ZM85SCL0RS8L71,KEMPNL2AXXX,"Van Lanschot Kempen N.V.",NL
KH3HCLRGGIDL7K2QO337,SEVSNL21XXX,"Mn Services N.V.",NL
724500ZNT2I60RYZQI38,ANDLNL2AXXX,"Anadolubank Nederland N.V.",NL
724500973ODKK3IFQ447,ADYENL21XXX,"Adyen N.V.",NL
724500NO3WYTI74Y7G12,PRVFNL21XXX,"D.C.A. Finance B.V.",NL
OXKGMOQXUUQHQBNHWH53,SPMTNL21XXX,"Stichting Pensioenfonds Metaal en Techniek",NL
7245001BIC9NFQ5SM909,SPDRNL21XXX,"Stichting Pensioenfonds Recreatie (SPR)",NL
724500LRAT9JPZURS511,VESVNL21XXX,"De Veste B.V.",NL
724500M4M0225W2PGH32,TAAINL21XXX,"9Street Capital Markets B.V.",NL
7245001XD1ERULCSCL12,TRNGNL21XXX,"323 Trading B.V.",NL
724500XCK98L25AA2537,CBIGNL2AXXX,"Chassis Brakes International B.V.",NL
7245009EAAUUQJ0U4T57,RADTNL2DXXX,"Randstad N.V.",NL
724500EMARRFBW6UCH27,LGETNL21XXX,"LG Electronics European Shared Service Center B.V.",NL
7245006GIS8M96NOVI66,CRNINL21XXX,"Cross Options International XI B.V.",NL
724500COSXUVV1FY0670,ASIXNL2AXXX,"ASICS Europe B.V.",NL
724500DSIDGBUXJ78Z60,FUGRNL22XXX,"Fugro Financial Resources B.V.",NL
724500802IB1MHVBB564,SBNLNL2AXXX,"N.V. Settlement Bank of the Netherlands",NL
549300HNOCFVJN7H7J64,MARWNL21XXX,"Market Wizards B.V.",NL
724500G74TWC62P2OM71,PENMNL21XXX,"Instelling Pensioenfonds van de Nederlandse Bisdommen",NL
7245009JFTXEFU5GUD82,NXCHNL21XXX,"Nxchange B.V.",NL
724500D0F3FMK7FPI293,TRNINL21XXX,"2B Trading B.V.",NL
724500340083NSC8DX75,PASNNL21XXX,"Ostrica B.V.",NL
7245001RLZ4VH55N4A94,VTTINL2RXXX,"VTTI B.V.",NL
7245004GV2FMRS792V58,SPWJNL21XXX,"Stichting Will Niemeijer Pensioenfonds",NL
724500BICUQ0LF1AH770,OHAANL21XXX,"Nationale-Nederlanden Bank N.V.",NL
724500Q1WOMQ3ZYWAC30,ANHHNL21XXX,"Anthos Private Wealth Management B.V.",NL
724500JSY5LM1CGP1114,POFRNL2RXXX,"Havenbedrijf Rotterdam N.V.",NL
724500YHQ968FF0YA479,COLGNL21XXX,"Columbus Groep B.V.",NL
IW6U7MSNP42O5K5M6380,PEDNNL21XXX,"Stichting Pensioenfonds DSM Nederland",NL
J1OM8NR2YLNDNKV1QH94,PEABNL21XXX,"Stichting Pensioenfonds SABIC",NL
724500XUO2SSV1GFV766,STNWNL21XXX,"Stichting Bewaar ANWB",NL
724500GYM7W0NYDLZX11,OPVENL21XXX,"Optimix Vermogensbeheer N.V.",NL
724500RXWPFZ7TDRJV80,CEERNL21XXX,"Caerus II B.V.",NL
724500J4JWM8IH2LF913,SBHONL21XXX,"DSB Bank N.V.",NL
724500DA2MIWI3YZ5N70,NYENNL21XXX,"Nyenburgh Holding B.V.",NL
724500GVTJJK4ZK9MF53,INLGNL21XXX,"IBS Asset Management B.V.",NL
7245009UXRIGIRYOBR48,BPAINL21XXX,"BNP Paribas Issuance B.V.",NL
7245001UWQSXNNLXXY20,CAERNL21XXX,"Caerus III B.V.",NL
724500SNT1MK246AHP04,KDSMNL2HXXX,"Koninklijke DSM N.V.",NL
72450036G2PK1CR7M516,ONVGNL21XXX,"Onafhankelijk Vermogensbeheer 's-Gravenhage B.V.",NL
7245003MA13WNO4FG217,RIWLNL2DXXX,"Riwal Finance B.V.",NL
7245002JV9W2AJC4DM54,EXXONL21XXX,"ExxonMobil Capital Netherlands B.V.",NL
724500SBI8H8TN1J5Y28,FIAHNL21XXX,"BNP PARIBAS ASSET MANAGEMENT Nederland N.V.",NL
724500CR19MQGFWFBZ64,ICFNNL2AXXX,"ICL Finance B.V.",NL
724500ZKAF9S0XGM8K93,PEMHNL22XXX,"Perfetti Van Melle Holding B.V.",NL
724500Y6JJP1TXK0K288,SSPHNL22XXX,"""Stichting De Samenwerking"",Pensioenfonds voor het Slagersbedrijf",NL
724500KNYOP6BTW5YC28,SPNNNL21XXX,"Stichting Pensioenfonds NIBC",NL
724500E2H60ZHP192G28,IGRPNL2AXXX,"Intertrust Group B.V.",NL
724500CVPWEGACBBEX83,STNKNL21XXX,"Stichting Pensioenfonds ERIKS",NL
724500BPEU3T7K9SVR41,GROENL21XXX,"GroeiVermogen N.V.",NL
ECUNPD9TC7ARPR4G0150,BPVLNL21XXX,"Stichting Bedrijfstakpensioenfonds voor de Groothandel in Vlakglas, de Groothandel in Verf, het Glasbewerkings- en het Glazeniersbedrijf",NL
724500PMK2A2M1SQQ228,TRIONL2UXXX,"Triodos Bank N.V.",NL
724500TNP3F2V8YEK997,STDGNL21XXX,"Stichting DeGiro",NL
724500IGHWT151LMQ276,AGIUNL22XXX,"Agrifirm Group B.V.",NL
724500C17UZL2NC2DE67,TRIONLA1XXX,"Triodos Investment Management B.V.",NL
724500SCJKY3JGCW5E50,GRBENL21XXX,"Stichting Pensioenfonds PGB",NL
724500O9O6B128C2QR04,WIAPNL21XXX,"Winchester Capital B.V.",NL
7245009EQOA9YHDR1W03,MOFTNL21XXX,"Munnik Opties en Futures Trading B.V.",NL
72450097ZHDI6WRF4669,TECTNL21XXX,"Bank Ten Cate ",NL
724500TG7366QUILKU74,WIJSNL21XXX,"Wijs ",NL
7245004OIU9C1G74TD81,BETPNL21XXX,"Beer ",NL
724500150EYZNR0TNE93,VEMVNL21XXX,"Velthuijse ",NL
7245006UF5YIP0VDOR69,MIJENL21XXX,"MIJN Effecten B.V.",NL
724500TGV8BEK26SC648,VANDNL2VXXX,"Vanderlande Industries B.V.",NL
724500LUF7Z28C8DE121,STSDNL21XXX,"Stichting Pensioenfonds Croda",NL
724500PFMCMWDUKJKD35,OSCHNL2AXXX,"Orangina Schweppes Holding B.V.",NL
724500D4BFEWKWVC1G62,TRDWNL21XXX,"Tradeweb EU B.V.",NL
724500VH9JWY29MXNL28,RATUNL21XXX,"Radix Trading Europe B.V.",NL
724500L6COLH8HRH0491,ALPPNL21XXX,"AlpInvest Partners B.V.",NL
724500MHZV32LZ42AS90,CEVONL21XXX,"Cebulon V.O.F.",NL
72450060655OYN8U8610,BLSGNL21XXX,"Blue Sky Group Holding B.V.",NL
724500JXAEKQO6C0S478,VLARNL21XXX,"Vladeracken B.V.",NL
72450015ICZPNU5UOP87,KTNONL21XXX,"Kemp Trading B.V.",NL
724500RICHZNOED3K275,UNOONL21XXX,"Univest Company B.V.",NL
H1FJE8H61JGM1JSGM897,KOPLNL2EXXX,"Koninklijke Philips N.V.",NL
7245000UZH70GO047N03,ACDINL22XXX,"ARCADIS N.V.",NL
7245000R5QUIJPTI7118,OOHVNL21XXX,"Oolders, Heijning ",NL
724500MQU74J6YMJI362,BOWRNL21XXX,"Bouwfonds Investment Management B.V.",NL
549300DUQPVCDBMVGR28,SBPENL21XXX,"Stichting Bedrijfstakpensioenfonds voor de Particuliere Beveiliging",NL
7245000G0HS48PZWUD53,FTSINL2UXXX,"ASR Nederland N.V.",NL
7245002RKZNRSSGQE188,ASRBNL2RXXX,"ASR Bank N.V.",NL
549300OCYH0WALOPK216,STBHNL21XXX,"Stichting Bedrijfstakpensioenfonds voor de Detailhandel",NL
724500OYW3R4E1VAC404,HIQANL21XXX,"DeGiro B.V.",NL
724500WSMFPCTJ489144,CGGVNL2AXXX,"CGG Holding B.V.",NL
7245002LBIW7T8C85115,INMXNL21XXX,"Elite Fund Management B.V.",NL
724500162M3RTRNJRB58,SBSDNL21XXX,"Stichting Bedrijfstakpensioenfonds voor de Schoen-, Leder- en Lederwarenindustrie",NL
549300772D1G8JPIUR96,KNABNL2HXXX,"Aegon Bank N.V.",NL
724500QCPKRLL1ZM6Y16,OEWBNL21XXX,"AFS Equity ",NL
724500CPLDJNWB9HNF31,FCCSNL2AXXX,"FCC Securities B.V.",NL
724500U5UC8JDZOJZS93,DIFMNL2AXXX,"DIF Management B.V.",NL
72450096DL174VHV0X91,SPBYNL21XXX,"Stichting Pensioenfonds Blue Sky Group",NL
724500N6PJD0IYEMS804,SPHHNL21XXX,"Stichting Pensioenfonds Vliegend Personeel KLM",NL
724500G4BY32WOSPXL55,STPKNL21XXX,"Stichting Pensioenfonds KLM-Cabinepersoneel",NL
724500EQTOU1N68JMZ57,SAEKNL21XXX,"Stichting Algemeen Pensioenfonds KLM",NL
724500IFNG515JWQ6X46,STNENL21XXX,"Stichting TOTAL Pensioenfonds Nederland",NL
724500J8YXYEHP7PEQ12,AOINNL21XXX,"All Options International B.V.",NL
7245004T3GVMWC5LP916,AFMONL21XXX,"AFS Interest B.V.",NL
724500LGY9DFI3QOGR89,MTCANL21XXX,"Mint Tower Capital Management B.V.",NL
7245005ERMLWMQ47SH30,SBLDNL21XXX,"Stichting BPL Pensioen",NL
724500ZL4PEM4Q5XCL78,SYAVNL31XXX,"Achmea Investment Management B.V.",NL
7245009KRYSAYB2QCC29,OPTVNL21XXX,"Optiver V.O.F.",NL
724500PIOVWPGRWCLC89,TENENL21XXX,"Auréus Group B.V.",NL
724500D8WOYCL1BUCB80,KEMPNL2AXXX,"Van Lanschot Kempen Wealth Management N.V.",NL
724500C60L930FVHS484,LPLNNL2AXXX,"LeasePlan Corporation N.V.",NL
724500C9GNBV20UYRX36,AHOLNL22XXX,"Koninklijke Ahold Delhaize N.V.",NL
7245007EFZS7O160R857,SCOGNL21XXX,"ORA Traders B.V.",NL
724500ZNGJJ2FG8TUS94,FLUTNL21XXX,"Fluhalp Trading B.V.",NL
7245003MWSFUEMLLLE05,PEWRNL21XXX,"Stichting Pensioenfonds Werk- en (re)Integratie",NL
724500YNW81DJUMO1J25,SPNHNL21XXX,"Stichting Pensioenfonds Openbare Bibliotheken",NL
724500A11NIP5HCVF984,LABCNL21XXX,"Dexia Nederland B.V.",NL
724500T1N36N5U22MB23,ATGNNL21XXX,"Algorithmic Trading Group Netherlands Management B.V.",NL
724500T50YUNT5M7QJ91,ENECNL21XXX,"Eneco Energy Trade B.V.",NL
549300FFM14UPBC7U358,STDTNL21XXX,"Stichting Pensioenfonds Atos",NL
724500H652ANC5GH7617,QUVENL21XXX,"Quantrust Vermogensbeheer B.V.",NL
724500K2S047B67DTU63,SPHZNL21XXX,"Stichting Pensioenfonds Huntsman Rozenburg",NL
549300DW4WNCHUI1OQ50,SPFTNL21XXX,"Stichting Pensioenfonds TNO",NL
724500EBILN0OBB7H893,ATBANL2AXXX,"Amsterdam Trade Bank N.V.",NL
724500I3HDNTSN8KR126,INKBNL21XXX,"InterBank N.V.",NL
72450020LBV5FJDMJM58,FRNXNL2AXXX,"Franx B.V.",NL
724500F9FCJR1UDMWN34,SPFENL2UXXX,"SPF Beheer B.V.",NL
724500PAVMK256FAFX57,CAHTNL21XXX,"My Capital Netherlands B.V.",NL
724500AH42V5X8BCPE49,OVBNNL21XXX,"Achmea Bank N.V.",NL
724500GC7BY2O4AWG875,ITXFNL21XXX,"ITX Financiën B.V.",NL
724500ZKCJ34UP47MW77,STDANL21XXX,"Stichting Pensioenfonds Alliance",NL
724500DX7Q1A19SPY530,SCHINL2AXXX,"Schiphol Nederland B.V.",NL
724500Q03K04L0479N30,UFJNNL21XXX,"MUFG Bank (Europe) N.V.",NL
724500I41U07ULWV9L86,VPVGNL21XXX,"Hof Hoorneman Bankiers N.V.",NL
724500OUL91AYS8OWT30,SEPGNL21XXX,"Stichting Pensioenfonds Capgemini Nederland",NL
724500ZSA7ZOZHUXBS53,MHCBNL2AXXX,"Mizuho Bank Europe N.V.",NL
7245003N6YDAVXGJF191,NOCUNL2AXXX,"Norinchukin Bank Europe N.V.",NL
724500RKMOD48AIWKD94,NIHANL2RXXX,"COFCO International Netherlands B.V.",NL
724500VR7OURFA1R7694,WETRNL21XXX,"WEBB Traders B.V.",NL
724500C9X5DJREYB6961,STOPNL22XXX,"Stichting Pensioenfonds voor Personeelsdiensten",NL
7245003T1RAZS70XOL20,SPTPNL21XXX,"Stichting Pensioenfonds Tandartsen en Tandarts-specialisten",NL
724500A1FNICHSDF2I11,ZWVENL21XXX,"de Volksbank N.V.",NL
724500X1AMCX5YU3KG19,MMXTNL21XXX,"MMX Trading B.V.",NL
7245006T4L0305PC0Q20,STBENL21XXX,"InsingerGilissen Bankiers N.V.",NL
7245009IC6EL3JEKMA24,HNKNNL2AXXX,"Heineken International B.V.",NL
213800A1PNS41NG89H87,IMTRNL21XXX,"IMC Trading B.V.",NL
724500LYA2JJO3Q0P008,IVVCNL21XXX,"Invest Consult B.V.",NL
7245008F10KM2UTPVD13,BUKKNL22XXX,"Buckaroo B.V.",NL
7245009ZP4X4SZC79G88,BOOKNL2AXXX,"Booking.com B.V.",NL
7245007GYFOINHEFR098,OORDNL2RXXX,"Van Oord Finance B.V.",NL
724500SEAWTN14VP1E43,VIEFNL21XXX,"Paerel Investment B.V.",NL
2138001ENWGPLH6F4Y25,FENTNL21XXX,"BMO Asset Management Netherlands B.V.",NL
724500BQCNIJ21TMGR57,BCMTNL21XXX,"ASR Vermogensbeheer N.V.",NL
72450043RI3AWARYL803,THCMNL21XXX,"Theta Capital Management B.V.",NL
7245007M9DJZFV89OR37,ICEPNL21XXX,"Icepay B.V.",NL
724500GNGLSJ4Y61JG54,STFTNL21XXX,"Stichting Pensioenfonds Astellas",NL
724500ITJLL5W7QVVD22,PEWMNL21XXX,"Petrus Wealth Management B.V.",NL
724500BDV383WDZAE458,QUEUNL21XXX,"Quantlab Europe B.V.",NL
724500LVBWTO4R5VT815,TODBNL21XXX,"Today's Vermogensbeheer B.V.",NL
724500Q28MA9H8CE6506,PONHNL22XXX,"Pon Holdings B.V.",NL
724500ZGELQXO6RZ9664,NOEFNL21XXX,"Noordnederlands Effektenkantoor B.V.",NL
724500UHTYC0QQ6YPS06,FLHONL2HXXX,"Coöperatie Royal FloraHolland U.A.",NL
724500P0J5GAVK80H143,UTRUNL21XXX,"Utr8 B.V.",NL
724500M76LX58E3PW491,CRKMNL21XXX,"Cardano Risk Management B.V.",NL
724500ZDWE2TGAUMQJ15,CRBDNL21XXX,"Criterion Arbitrage and Trading B.V.",NL
724500V7H1ARHEL1RA26,LUBCNL21XXX,"Florentes vermogensbeheer B.V.",NL
7245005HQXFZ8AEMQ423,CPAINL21XXX,"RV Capital B.V.",NL
7245000Q4DDLWDSE0Q38,FLOINL21XXX,"Florint B.V.",NL
724500EFRA0V2NR6E869,NPEXNL21XXX,"NPEX B.V.",NL
549300EMP9DT6Q35HZ31,AALBNL22XXX,"Aalberts N.V.",NL
72450029BZOWBEPZZW30,PHIPNL21XXX,"Philipse ",NL
724500DTJJP876PQG649,SARNNL21XXX,"Ortelius Wealth Management B.V.",NL
724500604XSTP9D0NU75,AAEMNL21XXX,"Anthos Fund ",NL
7245007XP5HEJP4VT767,CENCNL21XXX,"Centercross B.V.",NL
724500QS729X28KRW885,THBVNL21XXX,"THB Vermogensbeheer B.V.",NL
724500R90K2IZI5PKS82,EFNUNL21XXX,"Effectenkantoor Nieuwe Uitleg B.V.",NL
7245006LMEO1Z6UNA903,RASZNL21XXX,"Raiffeisen Switzerland B.V.",NL
7245000STUO2ESGE6409,KOPPNL21XXX,"KopVos ",NL
7245003KABYX7ZTSTW42,CPTNNL21XXX,"Captin B.V.",NL
7245006USKY7SI7ZX615,STVRNL21XXX,"Steentjes Vermogensbeheer B.V.",NL
724500HB98OHKVDWA202,ESGRNL2AXXX,"Endemol Shine OpCo Holding B.V.",NL
72450086MO5T4EMZDH17,PVHENL2AXXX,"PVH Europe B.V.",NL
724500YSOB5DV93M6T52,DELENL22XXX,"Oyens ",BE
724500NVY9OV2J6HIZ02,GESONL21XXX,"Gestion N.V.",NL
724500P271ZH4UQUX457,JNVENL21XXX,"Bond Capital Partners B.V.",NL
7245009Q7DZLB3HX6E68,SHVUNL2UXXX,"SHV Holdings N.V.",NL
7245006L4AHI8GCM1649,GVCMNL21XXX,"GVB Capital Management B.V.",NL
529900GGYMNGRQTDOO93,BNGHNL2GXXX,"BNG Bank N.V.",NL
724500UQURR0AKDL6874,TRPGNL21XXX,"TRUSTUS Capital Management B.V.",NL
724500S3B53W6XW2JP14,TOISNL21XXX,"Total Investment Services B.V.",NL
724500MYCVX2USUTT915,ADRBNL21XXX,"Reyersen van Buuren Vastgoedbeleggingen B.V.",NL
724500XLLQ95SLGSLM65,LESVNL21XXX,"Groene Hart Vermogensbeheer B.V.",NL
724500IJ0YWOD4HKXN54,IAACNL21XXX,"Ambassador Vermogensbeheer B.V.",NL
549300YO0JZHAL7FVP81,KPNCNL2GXXX,"Koninklijke KPN N.V.",NL
7245004NA3QB11PQWQ89,LASMNL21XXX,"Laaken Asset Management N.V.",NL
7245005F85AV9CD6HX88,IVAENL21XXX,"IVV Asset Management B.V.",NL
724500X6PORUSQJ82824,TRUPNL21XXX,"Petram ",NL
724500X93K7GHVRV1J19,DIMVNL21XXX,"Dima Vermogensbeheer B.V.",NL
72450043S4QURVG1FJ81,IBAMNL21XXX,"InsingerGilissen Asset Management N.V.",NL
72450041LO1F3E9F8561,UNSDNL22XXX,"N.V. Univé Schade",NL
724500LP44IH58MTAM38,GVISNL2AXXX,"GrandVision Finance B.V.",NL
724500AYQFD77ANVNC78,VECPNL21XXX,"N.V. De Vereenigde Effecten Compagnie",NL
X3CZP3CK64YBHON1LE12,RBOSNLNVXXX,"NatWest Markets N.V.",NL
724500Q5HPW2LXZKLP53,CPUINL22XXX,"Coöperatie Univé U.A.",NL
724500T1EJNA00VJUI72,BEFTNL21XXX,"Bustelberg Effectenkantoor B.V.",NL
724500X58KZ950KI4R83,WMPANL21XXX,"Wealth Management Partners N.V.",NL
724500CH8CC5T0YOLT90,MNFMNL21XXX,"ABN AMRO Hypotheken Groep B.V.",NL
724500LHOQKOHO2M1O98,GRVENL21XXX,"Groenstate Vermogensbeheer B.V.",NL
724500334HOFBAVJ3J68,ROBNNL21XXX,"Robein Effectendienstverlening N.V.",NL
7245007MP4URZQLWXC93,TIPVNL21XXX,"Darion Capital Management B.V.",NL
724500NG2MXZWU3NUN36,WOWONL21XXX,"Wolkers ",NL
7245004LHSBFHEW9M345,VWFSNL2RXXX,"Volker Wessels Stevin Financial Services B.V.",NL
724500GY4BYLAXLTAN38,ICSVNL21XXX,"International Card Services B.V.",NL
724500C2X9H7UPD8IK74,CBSXNL2AXXX,"Financial Transaction Services B.V.",NL
7245006ZUJ6RW45NB932,LIPANL21XXX,"Van Lieshout ",NL
724500ITXOHVHR098233,VTPSNL2RXXX,"Vitesse PSP B.V.",NL
7245000TUBHTVZZA7N47,RCBVNL21XXX,"Rouws en Ceulen, Bureau voor Vermogensbeheer",NL
724500QJ4QSZ3H9QU415,XAMSNL21XXX,"Euronext N.V.",NL
7245007AFNR4LGNO9Z88,STSVNL21XXX,"Stichting Pensioenfonds HaskoningDHV",NL
724500FX4Y0701D41157,FCLRNL2AXXX,"Frontier Clearing Corporation B.V.",NL
724500G1H7CLMF1AJZ77,RRPANL21XXX,"Ritzer en Rouw B.V.",NL
7245007NKUQPKEQ49F19,GDTANL21XXX,"Global Derivatives Trading Amsterdam B.V.",NL
724500JMB3RYJHUC3Y18,WAEENL21XXX,"Wallich Securities B.V.",NL
724500YFWTL1XDX28839,GLOONL2AXXX,"Global Collect Services B.V.",NL
724500XFMNHF1GFPYJ05,BDTGNL22XXX,"BDR Thermea Group B.V.",NL
724500RQE99P791ITJ49,KECLNL21XXX,"Keijser Capital N.V.",NL
724500PLMBD6HM9KPC72,FIVMNL21XXX,"Finles N.V.",NL
724500XICBCVU8GYKX30,DOPVNL21XXX,"Van Doorenmalen en Partners VermogensConsultancy B.V.",NL
724500NRAYF8VFH6LF73,NVERNL21XXX,"Noordam Vermogensbeheer B.V.",NL
724500V991UETYOBEM36,SGGANL2AXXX,"SGG Netherlands N.V.",NL
724500ABEQD7OYNKY858,IVMVNL21XXX,"IVM Caring Capital B.V.",NL
724500PO9025H5KJ5353,KADTNL21XXX,"Kaldenbach Derivatives Trading B.V.",NL
7245008NLNHW64SHE419,FVERNL21XXX,"Castanje Vermogensbeheer B.V.",NL
7245006IL0ON8967WR13,BRVENL21XXX,"C.E. de Bruin Vermogensbeheer B.V.",NL
724500BZJ5I7ABV10H62,GETSNL21XXX,"Global Exchange Trading Services (GETS) B.V.",NL
724500R7ESFOMKSUCK64,WALMNL21XXX,"Wallich ",NL
724500Z9CUVZD409M686,TRGDNL21XXX,"M ",NL
724500OVAUPPJDTA1817,FORVNL21XXX,"Forza Vermogensbeheer B.V.",NL
72450077K2IJS067MF63,LEOPNL21XXX,"Leopark Options B.V.",NL
724500PNAP4AKPN41920,KLTRNL21XXX,"Klinkenberg Traders B.V.",NL
724500FQ3KWYYJPQQ828,FAXSNL21XXX,"IMC Asset Management B.V.",NL
7437003RYLZUWKEMYC43,ELPAFIH1XXX,"Aalto Pankkiiriliike Oy",FI
254900XYMT01B079ZI90,ACUUFIH1XXX,"Accunia Oy",FI
743700GC62JLHFBUND16,HELSFIHHXXX,"Aktia Bank Abp",FI
743700P59CLCUAOO3595,ALOUFI21XXX,"Alajärven Osuuspankki",FI
743700HPINRFPX8RXN47,VAONFI21XXX,"Ala-Satakunnan Osuuspankki",FI
743700F2UORCGTFUYO02,ALOPFI21XXX,"Alastaron Osuuspankki",FI
74370073K87ST7Z3KJ70,ALONFI21XXX,"Alavieskan Osuuspankki",FI
743700CYLA0M84DD0R95,ALEPFI21XXX,"Alavuden Seudun Osuuspankki",FI
7437002ONTEZT59NA993,ALPYFIH1XXX,"Alexandria Pankkiiriliike Oyj",FI
74370027F0X7YDR8AQ33,LAADFI21XXX,"Andelsbanken för Åland",FI
743700I7CL9CIMW1BB86,ANRSFI21XXX,"Andelsbanken Raseborg",FI
743700IHK3UB0RO57K09,AROUFI21XXX,"Artjärven Osuuspankki",FI
743700WJ2RUS5L40WJ09,ASOSFI21XXX,"Askolan Osuuspankki",FI
743700DJEQ2703U2S206,ATGOFIH1XXX,"Atine Group Oy",FI
743700VY2W3QJGFLPT18,TAOPFI21XXX,"Auranmaan Osuuspankki",FI
7437003NFW3Q3PGFS325,AVAAFI21XXX,"Aurator Varainhoito Oy",FI
743700J7PVLJYMHEIU11,VARIFIH1XXX,"B10 Varainhoito Oy",FI
743700ULKFAAEA2N3D13,BAWCFI21XXX,"Basware Oyj",FI
743700H6XVBKKRJLTE87,BEIDFIH1XXX,"Belgrano Inversiones Oy",FI
743700RFAN8QA5JFA150,POPFFI22XXX,"Bonum Pankki Oyj",FI
7437003G88EHT2TMK409,DAKOFIHHXXX,"Danske Kiinnitysluottopankki Oyj",FI
743700B4GXTH5JBZ6318,EUFPFIH1XXX,"EAB Group Oyj",FI
549300BFCJLOU1HWRC77,ELPRFIH1XXX,"EAB Varainhoito Oy",FI
743700V8NFLW66YKYD58,ICSNFIH1XXX,"eQ Varainhoito Oy",FI
74370036N6V3ZSUV2G35,ESPRFIH1XXX,"Estlander ",FI
743700KC1KWMCS2BWH13,RISOFI21XXX,"Etelä-Hämeen Osuuspankki",FI
743700MHNVY2ZL88EM50,ETOSFI21XXX,"Etelä-Karjalan Osuuspankki",FI
743700UZ1VOLOGO1OJ70,VAOAFI21XXX,"Etelä-Pirkanmaan Osuuspankki",FI
